datetime,Avg_ActiveHeartRate
11/01/19 11:45:06,107
11/05/19 14:36:06,103
11/06/19 11:51:04,118
11/11/19 14:22:34,106
11/14/19 16:16:52,99
12/21/19 10:41:57,91
12/23/19 11:28:21,102
12/24/19 10:57:25,126
12/30/19 13:29:48,167
01/04/20 12:46:27,102
01/04/20 14:42:32,100
01/06/20 14:07:44,108
01/07/20 16:41:53,111
01/08/20 13:35:39,101
01/10/20 14:47:30,96
01/12/20 18:53:23,118
01/13/20 07:10:43,114
01/13/20 15:05:11,111
01/14/20 16:08:02,111
01/15/20 14:41:33,114
01/16/20 12:06:45,109
01/17/20 14:45:12,110
01/20/20 09:41:21,98
01/20/20 17:52:02,122
01/22/20 08:47:33,130
01/22/20 14:19:32,99
01/23/20 15:01:54,110
01/24/20 14:04:25,114
01/25/20 17:30:34,95
01/27/20 16:45:28,98
01/29/20 15:28:54,112
01/30/20 12:04:37,114
01/31/20 14:21:48,110
01/31/20 16:10:11,112
02/03/20 14:47:28,108
02/04/20 16:43:11,115
02/05/20 05:50:02,110
02/05/20 15:49:57,98
02/06/20 06:41:24,164
02/06/20 12:05:12,124
02/07/20 13:53:14,111
02/07/20 14:56:23,101
02/07/20 16:29:24,105
02/10/20 15:48:23,116
02/11/20 14:07:22,108
02/12/20 15:46:04,101
02/12/20 18:29:56,100
02/13/20 12:03:01,111
02/18/20 14:42:47,112
02/19/20 14:40:35,112
02/20/20 15:15:51,103
02/21/20 12:50:21,116
02/26/20 15:42:17,110
02/27/20 12:08:31,123
03/04/20 14:37:09,113
03/06/20 18:26:42,94
03/09/20 15:08:15,114
