datetime,predictions,Participant_ID
2020-04-01,448.0,p13
2020-04-02,474.0,p13
2020-04-03,466.0,p13
2020-04-04,453.0,p13
2020-04-05,450.0,p13
2020-04-06,461.0,p13
2020-04-07,462.0,p13
2020-04-08,451.0,p13
2020-04-09,465.0,p13
2020-04-10,471.0,p13
2020-04-11,480.0,p13
2020-04-12,483.0,p13
2020-04-13,479.0,p13
2020-04-14,485.0,p13
2020-04-15,473.0,p13
2020-04-16,502.0,p13
2020-04-17,471.0,p13
2020-04-18,548.0,p13
2020-04-19,606.0,p13
2020-04-20,464.0,p13
2020-04-21,466.0,p13
2020-04-22,488.0,p13
2020-04-23,417.0,p13
2020-04-24,460.0,p13
2020-04-25,478.0,p13
2020-04-26,463.0,p13
2020-04-27,483.0,p13
2020-04-28,478.0,p13
2020-04-29,445.0,p13
2020-04-30,495.0,p13
2020-05-01,448.0,p13
2020-05-02,474.0,p13
2020-05-03,466.0,p13
2020-05-04,453.0,p13
2020-05-05,450.0,p13
2020-05-06,461.0,p13
2020-05-07,462.0,p13
2020-05-08,451.0,p13
2020-05-09,465.0,p13
2020-05-10,471.0,p13
2020-05-11,480.0,p13
2020-05-12,483.0,p13
2020-05-13,479.0,p13
2020-05-14,485.0,p13
2020-05-15,473.0,p13
2020-05-16,502.0,p13
2020-05-17,471.0,p13
2020-05-18,548.0,p13
2020-05-19,606.0,p13
2020-05-20,464.0,p13
2020-05-21,466.0,p13
2020-05-22,488.0,p13
2020-05-23,417.0,p13
2020-05-24,460.0,p13
2020-05-25,478.0,p13
2020-05-26,463.0,p13
2020-05-27,483.0,p13
2020-05-28,478.0,p13
2020-05-29,445.0,p13
2020-05-30,495.0,p13
2020-05-31,441.0,p13
2020-06-01,448.0,p13
2020-06-02,474.0,p13
2020-06-03,466.0,p13
2020-06-04,453.0,p13
2020-06-05,450.0,p13
2020-06-06,461.0,p13
2020-06-07,462.0,p13
2020-06-08,451.0,p13
2020-06-09,465.0,p13
2020-06-10,471.0,p13
2020-06-11,480.0,p13
2020-06-12,483.0,p13
2020-06-13,479.0,p13
2020-06-14,485.0,p13
2020-06-15,473.0,p13
2020-06-16,502.0,p13
2020-06-17,471.0,p13
2020-06-18,548.0,p13
2020-06-19,606.0,p13
2020-06-20,464.0,p13
2020-06-21,466.0,p13
2020-06-22,488.0,p13
2020-06-23,417.0,p13
2020-06-24,460.0,p13
2020-06-25,478.0,p13
2020-06-26,463.0,p13
2020-06-27,483.0,p13
2020-06-28,478.0,p13
2020-06-29,445.0,p13
2020-06-30,495.0,p13
2020-07-01,448.0,p13
2020-07-02,474.0,p13
2020-07-03,466.0,p13
2020-07-04,453.0,p13
2020-07-05,450.0,p13
2020-07-06,461.0,p13
2020-07-07,462.0,p13
2020-07-08,451.0,p13
2020-07-09,465.0,p13
2020-07-10,471.0,p13
2020-07-11,480.0,p13
2020-07-12,483.0,p13
2020-07-13,479.0,p13
2020-07-14,485.0,p13
2020-07-15,473.0,p13
2020-07-16,502.0,p13
2020-07-17,471.0,p13
