Participant_ID,Dates,Calories
p04,2020-11-20,923.6997391106381
p04,2020-11-21,1075.0472018560881
p04,2020-11-22,943.5462343030035
p04,2020-11-23,1012.9852085620848
p04,2020-11-24,1019.2556537328967
p04,2020-11-25,1022.8501675861978
p04,2020-11-26,1006.6829081364449
p04,2020-11-27,943.1126052284056
p04,2020-11-28,1094.4600679738667
p04,2020-11-29,962.9591004209753
p04,2020-11-30,1032.3980746801053
p04,2020-12-01,1038.6685198511677
p04,2020-12-02,1042.2630337042249
p04,2020-12-03,1026.095774254572
p04,2020-12-04,962.5254713459436
p04,2020-12-05,1113.8729340916318
p04,2020-12-06,982.3719665387418
p04,2020-12-07,1051.8109407980114
p04,2020-12-08,1058.0813859686752
p04,2020-12-09,1061.6758998218645
p04,2020-12-10,1045.5086403722235
p04,2020-12-11,981.9383374638936
p04,2020-12-12,1133.2858002094226
p04,2020-12-13,1001.7848326563486
p04,2020-12-14,1071.2238069154305
p04,2020-12-15,1077.494252086372
p04,2020-12-16,1081.0887659395041
p04,2020-12-17,1064.9215064900345
p04,2020-12-18,1001.351203581479
p04,2020-12-19,1152.6986663271882
p04,2020-12-20,1021.1976987742751
p04,2020-12-21,1090.636673033451
p04,2020-12-22,1096.9071182038795
p04,2020-12-23,1100.5016320571438
p04,2020-12-24,1084.334372607529
p04,2020-12-25,1020.764069699429
p04,2020-12-26,1172.1115324449231
p04,2020-12-27,1040.6105648918817
p04,2020-12-28,1110.0495391511706
p04,2020-12-29,1116.3199843221507
p04,2020-12-30,1119.9144981751708
p04,2020-12-31,1103.7472387258133
p04,2021-01-01,1040.176935817379
p04,2021-01-02,1191.5243985627012
p04,2021-01-03,1060.0234310096484
p04,2021-01-04,1129.4624052688903
p04,2021-01-05,1135.732850439658
p04,2021-01-06,1139.327364292641
p04,2021-01-07,1123.1601048433079
p04,2021-01-08,1059.5898019351466
p04,2021-01-09,1210.9372646804793
p04,2021-01-10,1079.43629712746
p04,2021-01-11,1148.8752713864958
p04,2021-01-12,1155.1457165571658
p04,2021-01-13,1158.7402304106683
p04,2021-01-14,1142.572970961119
p04,2021-01-15,1079.0026680529143
p04,2021-01-16,1230.350130798245
p04,2021-01-17,1098.8491632453865
p04,2021-01-18,1168.288137504516
p04,2021-01-19,1174.5585826754368
p04,2021-01-20,1178.153096528308
p04,2021-01-21,1161.9858370789298
p04,2021-01-22,1098.415534170452
p04,2021-01-23,1249.7629969160355
p04,2021-01-24,1118.2620293629932
p04,2021-01-25,1187.7010036222362
p04,2021-01-26,1193.9714487929443
p04,2021-01-27,1197.565962646553
p04,2021-01-28,1181.3987031967408
p04,2021-01-29,1117.828400288402
p04,2021-01-30,1269.1758630338015
p04,2021-01-31,1137.6748954807604
p04,2021-02-01,1207.1138697399558
p04,2021-02-02,1213.384314910641
p04,2021-02-03,1216.9788287638053
p04,2021-02-04,1200.8115693142354
p04,2021-02-05,1137.2412664059873
p04,2021-02-06,1288.5887291515235
p04,2021-02-07,1157.0877615987313
p04,2021-02-08,1226.5267358576755
p04,2021-02-09,1232.7971810285303
p04,2021-02-10,1236.3916948818323
p04,2021-02-11,1220.2244354323627
p04,2021-02-12,1156.6541325239377
p04,2021-02-13,1308.001595269302
p04,2021-02-14,1176.500627716498
p04,2021-02-15,1245.939601975696
p04,2021-02-16,1252.2100471464196
p04,2021-02-17,1255.8045609998592
p04,2021-02-18,1239.637301550014
p04,2021-02-19,1176.066998641705
p04,2021-02-20,1327.41446138708
p04,2021-02-21,1195.9134938341049
p04,2021-02-22,1265.352468093115
p04,2021-02-23,1271.6229132637345
p04,2021-02-24,1275.2174271171116
p04,2021-02-25,1259.0501676678255
p04,2021-02-26,1195.4798647594728
p04,2021-02-27,1346.827327504858
p04,2021-02-28,1215.3263599520312
p04,2021-03-01,1284.7653342110211
p04,2021-03-02,1291.0357793816238
p04,2021-03-03,1294.6302932351389
p04,2021-03-04,1278.4630337853202
p04,2021-03-05,1214.8927308770108
p04,2021-03-06,1366.2401936225804
p04,2021-03-07,1234.739226069638
p04,2021-03-08,1304.1782003287408
p04,2021-03-09,1310.4486454995135
p04,2021-03-10,1314.043159352778
p04,2021-03-11,1297.8758999034474
p04,2021-03-12,1234.3055969949608
p04,2021-03-13,1385.6530597403712
p04,2021-03-14,1254.1520921872448
p04,2021-03-15,1323.5910664464604
p04,2021-03-16,1329.8615116174028
p04,2021-03-17,1333.4560254706364
p04,2021-03-18,1317.288766020942
p04,2021-03-19,1253.7184631127282
p04,2021-03-20,1405.0659258581366
p04,2021-03-21,1273.5649583050115
p04,2021-03-22,1343.0039325640664
p04,2021-03-23,1349.2743777349099
p04,2021-03-24,1352.8688915882758
p04,2021-03-25,1336.7016321384367
p04,2021-03-26,1273.1313292304958
p04,2021-03-27,1424.478791975915
p04,2021-03-28,1292.9778244229828
p04,2021-03-29,1362.4167986820867
p04,2021-03-30,1368.687243853181
p05,2020-04-01,571.6532838883916
p05,2020-04-02,261.60934647181125
p05,2020-04-03,454.9985142844892
p05,2020-04-04,450.785709021881
p05,2020-04-05,455.4201061629517
p05,2020-04-06,392.1777928944326
p05,2020-04-07,495.1232938012458
p05,2020-04-08,589.3799987736128
p05,2020-04-09,279.3360613569756
p05,2020-04-10,472.7252291696576
p05,2020-04-11,468.5124239068634
p05,2020-04-12,473.14682104746623
p05,2020-04-13,409.9045077793186
p05,2020-04-14,512.850008686489
p05,2020-04-15,607.1067136588339
p05,2020-04-16,297.06277624256677
p05,2020-04-17,490.4519440551618
p05,2020-04-18,486.23913879261744
p05,2020-04-19,490.87353593303544
p05,2020-04-20,427.631222664769
p05,2020-04-21,530.5767235712152
p05,2020-04-22,624.8334285437372
p05,2020-04-23,314.78949112773114
p05,2020-04-24,508.1786589406661
p05,2020-04-25,503.96585367759985
p05,2020-04-26,508.60025081807737
p05,2020-04-27,445.3579375498826
p05,2020-04-28,548.303438456948
p05,2020-04-29,642.5601434292762
p05,2020-04-30,332.51620601297867
p05,2020-05-01,525.9053738252078
p05,2020-05-02,521.6925685628601
p05,2020-05-03,526.3269657031192
p05,2020-05-04,463.084652435333
p05,2020-05-05,566.0301533417015
p05,2020-05-06,660.2868583141794
p05,2020-05-07,350.24292089814304
p05,2020-05-08,543.6320887107122
p05,2020-05-09,539.4192834478424
p05,2020-05-10,544.053680588161
p05,2020-05-11,480.811367320219
p05,2020-05-12,583.7568682274343
p05,2020-05-13,678.0135732000174
p05,2020-05-14,367.96963578330735
p05,2020-05-15,561.3588035960485
p05,2020-05-16,557.1459983335965
p05,2020-05-17,561.7803954737302
p05,2020-05-18,498.538082205897
p05,2020-05-19,601.4835831131671
p05,2020-05-20,695.7402880852385
p05,2020-05-21,385.6963506684715
p05,2020-05-22,579.0855184813847
p05,2020-05-23,574.8727132185788
p05,2020-05-24,579.5071103593166
p05,2020-05-25,516.2647970907831
p05,2020-05-26,619.2102979984103
p05,2020-05-27,713.4670029704597
p05,2020-05-28,403.42306555414604
p05,2020-05-29,596.8122333660946
p05,2020-05-30,592.5994281035612
p05,2020-05-31,597.2338252443584
p05,2020-06-01,533.9915119762335
p05,2020-06-02,636.9370128836534
p05,2020-06-03,731.1937178553628
p05,2020-06-04,421.14978043922713
p05,2020-06-05,614.5389482515988
p05,2020-06-06,610.3261429893153
p05,2020-06-07,614.9605401294002
p05,2020-06-08,551.7182268616839
p05,2020-06-09,654.6637277683798
p05,2020-06-10,748.920432740902
p05,2020-06-11,438.8764953244746
p05,2020-06-12,632.265663136935
p05,2020-06-13,628.0528578742975
p05,2020-06-14,632.6872550155139
p05,2020-06-15,569.4449417471343
p05,2020-06-16,672.3904426541126
p05,2020-06-17,766.6471476258052
p05,2020-06-18,456.603210209639
p05,2020-06-19,649.9923780222714
p05,2020-06-20,645.7795727595579
p05,2020-06-21,650.4139699000286
p05,2020-06-22,587.1716566320201
p05,2020-06-23,690.1171575388661
p05,2020-06-24,784.3738625107085
p05,2020-06-25,474.32992509523024
p05,2020-06-26,667.7190929076077
p05,2020-06-27,663.506287644926
p05,2020-06-28,668.1406847855977
p05,2020-06-29,604.8983715174705
p05,2020-06-30,707.8438724245989
p05,2020-07-01,802.1005773965464
p05,2020-07-02,492.0566399803945
p05,2020-07-03,685.445807793112
p05,2020-07-04,681.2330025302942
p05,2020-07-05,685.8673996711668
p05,2020-07-06,622.6250864025842
p05,2020-07-07,725.570587309842
p05,2020-07-08,819.8272922817675
p05,2020-07-09,509.783354865642
p05,2020-07-10,703.1725226782802
p05,2020-07-11,698.9597174152766
p05,2020-07-12,703.5941145556814
p05,2020-07-13,640.3518012880346
p05,2020-07-14,743.2973021950851
p05,2020-07-15,837.5540071669886
p05,2020-07-16,527.5100697508896
p05,2020-07-17,720.899237563158
p05,2020-07-18,716.6864323005369
p05,2020-07-19,721.3208294412507
p05,2020-07-20,658.0785161729208
p05,2020-07-21,761.0240170803282
p05,2020-07-22,855.2807220525087
p05,2020-07-23,545.2367846359707
p05,2020-07-24,738.6259524484943
p05,2020-07-25,734.4131471859051
p05,2020-07-26,739.0475443262926
p05,2020-07-27,675.8052310589355
p05,2020-07-28,778.7507319655442
p05,2020-07-29,873.0074369380478
p05,2020-07-30,562.9634995212182
p05,2020-07-31,756.3526673338306
p05,2020-08-01,752.1398620712732
p05,2020-08-02,756.7742592124063
p05,2020-08-03,693.5319459438215
p05,2020-08-04,796.4774468507874
p05,2020-08-05,890.7341518229509
p05,2020-08-06,580.6902144063824
p05,2020-08-07,774.0793822191669
p05,2020-08-08,769.8665769562556
p05,2020-08-09,774.5009740969208
p05,2020-08-10,711.2586608287074
p05,2020-08-11,814.2041617360305
p05,2020-08-12,908.460866708172
p05,2020-08-13,598.4169292919737
p05,2020-08-14,791.8060971040445
p05,2020-08-15,787.5932918420096
p05,2020-08-16,792.2276889824899
p05,2020-08-17,728.9853757147223
p05,2020-08-18,831.930876620757
p05,2020-08-19,926.1875815933932
p05,2020-08-20,616.1436441771381
p05,2020-08-21,809.5328119895488
p05,2020-08-22,805.320006726992
p05,2020-08-23,809.9544038675317
p05,2020-08-24,746.7120905992716
p05,2020-08-25,849.6575915064898
p05,2020-08-26,943.9142964786143
p05,2020-08-27,633.8703590623857
p05,2020-08-28,827.2595268747173
p05,2020-08-29,823.0467216122522
p05,2020-08-30,827.6811187525736
p05,2020-08-31,764.438805484722
p05,2020-09-01,867.3843063912432
p05,2020-09-02,961.6410113635176
p05,2020-09-03,651.5970739474666
p05,2020-09-04,844.9862417602214
p05,2020-09-05,840.7734364976204
p05,2020-09-06,845.4078336376155
p05,2020-09-07,782.165520369608
p05,2020-09-08,885.111021276976
p05,2020-09-09,979.3677262493555
p05,2020-09-10,669.3237888331411
p05,2020-09-11,862.7129566455577
p05,2020-09-12,858.5001513829886
p05,2020-09-13,863.1345485231847
p05,2020-09-14,799.8922352552859
p05,2020-09-15,902.8377361627088
p05,2020-09-16,997.0944411345768
p05,2020-09-17,687.0505037183053
p05,2020-09-18,880.4396715308941
p05,2020-09-19,876.2268662679712
p05,2020-09-20,880.8612634082438
p05,2020-09-21,817.6189501401719
p05,2020-09-22,920.5644510474624
p05,2020-09-23,1014.8211560197979
p05,2020-09-24,704.7772186035529
p05,2020-09-25,898.1663864156037
p05,2020-09-26,893.9535811529536
p05,2020-09-27,898.587978293813
p05,2020-09-28,835.3456650256223
p05,2020-09-29,938.2911659331952
p05,2020-09-30,1032.547870904701
p05,2020-10-01,722.503933488634
p05,2020-10-02,915.893101301108
p05,2020-10-03,911.6802960387074
p05,2020-10-04,916.3146931788549
p05,2020-10-05,853.0723799110727
p05,2020-10-06,956.0178808179214
p05,2020-10-07,1050.27458579024
p05,2020-10-08,740.2306483738816
p05,2020-10-09,933.6198161862764
p05,2020-10-10,929.40701092369
p05,2020-10-11,934.0414080644413
p05,2020-10-12,870.799094796523
p05,2020-10-13,973.7445957036542
p05,2020-10-14,1068.0013006757601
p05,2020-10-15,757.9573632590458
p05,2020-10-16,951.3465310717806
p05,2020-10-17,947.13372580895
p05,2020-10-18,951.7681229494832
p05,2020-10-19,888.525809681409
p05,2020-10-20,991.4713105884078
p05,2020-10-21,1085.7280155606634
p05,2020-10-22,775.684078144637
p05,2020-10-23,969.073245957117
p05,2020-10-24,964.8604406943183
p05,2020-10-25,969.4948378350523
p05,2020-10-26,906.2525245674238
p05,2020-10-27,1009.1980254741404
p05,2020-10-28,1103.4547304462026
p05,2020-10-29,793.4107930298012
p05,2020-10-30,986.7999608426212
p05,2020-10-31,982.5871555796864
p05,2020-11-01,987.2215527206215
p05,2020-11-02,923.9792394519733
p05,2020-11-03,1026.9247403593838
p05,2020-11-04,1121.1814453311058
p05,2020-11-05,811.1375079150489
p05,2020-11-06,1004.5266757277897
p05,2020-11-07,1000.3138704645609
p05,2020-11-08,1004.948267605136
p05,2020-11-09,941.7059543374235
p05,2020-11-10,1044.6514552441101
p05,2020-11-11,1138.9081602163267
p05,2020-11-12,828.8642228001302
p05,2020-11-13,1022.2533906126672
p05,2020-11-14,1018.0405853503149
p05,2020-11-15,1022.6749824907051
p05,2020-11-16,959.4326692223095
p05,2020-11-17,1062.378170129353
p05,2020-11-18,1156.6348751018468
p05,2020-11-19,846.5909376853775
p05,2020-11-20,1039.9801054980037
p05,2020-11-21,1035.7673002352972
p05,2020-11-22,1040.401697375747
p05,2020-11-23,977.1593841083243
p05,2020-11-24,1080.104885015086
p05,2020-11-25,1174.3615899873857
p05,2020-11-26,864.3176525706251
p05,2020-11-27,1057.7068203833398
p05,2020-11-28,1053.4940151206656
p05,2020-11-29,1058.1284122613336
p05,2020-11-30,994.8860989932102
p05,2020-12-01,1097.8315998998394
p05,2020-12-02,1192.0883048722892
p05,2020-12-03,882.0443674557063
p05,2020-12-04,1075.4335352680496
p05,2020-12-05,1071.220730005648
p05,2020-12-06,1075.8551271463753
p05,2020-12-07,1012.6128138777598
p05,2020-12-08,1115.5583147855723
p05,2020-12-09,1209.8150197575103
p05,2020-12-10,899.7710823413806
p05,2020-12-11,1093.1602501535538
p05,2020-12-12,1088.9474448914018
p05,2020-12-13,1093.5818420319445
p05,2020-12-14,1030.339528763774
p05,2020-12-15,1133.2850296702986
p05,2020-12-16,1227.5417346427316
p05,2020-12-17,917.4977972265451
p05,2020-12-18,1110.8869650387223
p05,2020-12-19,1106.6741597763842
p05,2020-12-20,1111.308556916459
p05,2020-12-21,1048.0662436486602
p05,2020-12-22,1151.011744556031
p05,2020-12-23,1245.2684495279525
p05,2020-12-24,935.2245121117925
p05,2020-12-25,1128.6136799242265
p05,2020-12-26,1124.4008746616444
p05,2020-12-27,1129.0352718020283
p05,2020-12-28,1065.7929585341105
p05,2020-12-29,1168.738459440785
p05,2020-12-30,1262.995164412856
p05,2020-12-31,952.9512269973004
p05,2021-01-01,1146.3403948097307
p05,2021-01-02,1142.1275895470128
p05,2021-01-03,1146.76198668707
p05,2021-01-04,1083.519673419561
p05,2021-01-05,1186.4651743265176
p05,2021-01-06,1280.7218792990116
p05,2021-01-07,970.677941882548
p05,2021-01-08,1164.067109695067
p05,2021-01-09,1159.854304432381
p05,2021-01-10,1164.4887015731836
p05,2021-01-11,1101.2463883046748
p05,2021-01-12,1204.1918892122505
p05,2021-01-13,1298.4485941839148
p05,2021-01-14,988.4046567677123
p05,2021-01-15,1181.7938245804035
p05,2021-01-16,1177.5810193173631
p05,2021-01-17,1182.2154164576982
p05,2021-01-18,1118.9731031895608
p05,2021-01-19,1221.918604097004
p05,2021-01-20,1316.1753090691361
p05,2021-01-21,1006.1313716528766
p05,2021-01-22,1199.520539465113
p05,2021-01-23,1195.3077342031174
p05,2021-01-24,1199.9421313432674
p05,2021-01-25,1136.6998180750113
p05,2021-01-26,1239.6453189827366
p05,2021-01-27,1333.902023954656
p05,2021-01-28,1023.8580865380409
p05,2021-01-29,1217.2472543506174
p05,2021-01-30,1213.0344490880998
p05,2021-01-31,1217.6688462283093
p05,2021-02-01,1154.4265329604616
p05,2021-02-02,1257.3720338674632
p05,2021-02-03,1351.6287388401954
p05,2021-02-04,1041.5848014232884
p05,2021-02-05,1234.9739692357857
p05,2021-02-06,1230.7611639729741
p05,2021-02-07,1235.3955611138956
p05,2021-02-08,1172.1532478459121
p05,2021-02-09,1275.0987487527063
p05,2021-02-10,1369.3554537250982
p05,2021-02-11,1059.3115163083694
p05,2021-02-12,1252.7006841212901
p05,2021-02-13,1248.4878788583424
p05,2021-02-14,1253.1222759989375
p05,2021-02-15,1189.879962730798
p05,2021-02-16,1292.8254636379493
p05,2021-02-17,1387.0821686100019
p05,2021-02-18,1077.0382311940439
p05,2021-02-19,1270.4273990066263
p05,2021-02-20,1266.2145937437106
p05,2021-02-21,1270.8489908845067
p05,2021-02-22,1207.6066776168127
p05,2021-02-23,1310.5521785231654
p05,2021-02-24,1404.8088834955406
p05,2021-02-25,1094.7649460792081
p05,2021-02-26,1288.1541138919624
p05,2021-02-27,1283.9413086290788
p05,2021-02-28,1288.5757057690214
p05,2021-03-01,1225.333392501362
p05,2021-03-02,1328.2788934084083
p05,2021-03-03,1422.5355983804438
p05,2021-03-04,1112.4916609644556
p05,2021-03-05,1305.8808287766724
p05,2021-03-06,1301.6680235139534
p05,2021-03-07,1306.3024206545904
p05,2021-03-08,1243.0601073868124
p05,2021-03-09,1346.0056082936517
p05,2021-03-10,1440.2623132656652
p05,2021-03-11,1130.2183758495369
p05,2021-03-12,1323.6075436621763
p05,2021-03-13,1319.3947383997072
p05,2021-03-14,1324.0291355401598
p05,2021-03-15,1260.7868222722627
p05,2021-03-16,1363.7323231788948
p05,2021-03-17,1457.9890281515031
p05,2021-03-18,1147.9450907347843
p05,2021-03-19,1341.334258547513
p05,2021-03-20,1337.1214532846896
p05,2021-03-21,1341.7558504252015
p05,2021-03-22,1278.5135371573765
p05,2021-03-23,1381.4590380646273
p05,2021-03-24,1475.7157430367242
p05,2021-03-25,1165.671805620032
p05,2021-03-26,1359.060973432849
p05,2021-03-27,1354.8481681700578
p05,2021-03-28,1359.482565310788
p05,2021-03-29,1296.2402520422622
p06,2020-04-01,399.29785902492426
p06,2020-04-02,494.0073109158976
p06,2020-04-03,333.213512773962
p06,2020-04-04,242.87509526001512
p06,2020-04-05,212.03731554306094
p06,2020-04-06,493.2458338965113
p06,2020-04-07,436.31175606994003
p06,2020-04-08,388.0244778538873
p06,2020-04-09,482.73392974502326
p06,2020-04-10,321.9401316026265
p06,2020-04-11,231.60171408895982
p06,2020-04-12,200.76393437242356
p06,2020-04-13,481.9724527258467
p06,2020-04-14,425.0383748989883
p06,2020-04-15,376.75109668285035
p06,2020-04-16,471.4605485740173
p06,2020-04-17,310.66675043165577
p06,2020-04-18,220.32833291794663
p06,2020-04-19,189.49055320149708
p06,2020-04-20,470.6990715549008
p06,2020-04-21,413.76499372839953
p06,2020-04-22,365.47771551218534
p06,2020-04-23,460.1871674031429
p06,2020-04-24,299.393369260685
p06,2020-04-25,209.05495174689153
p06,2020-04-26,178.21717203071518
p06,2020-04-27,459.4256903834788
p06,2020-04-28,402.49161255708526
p06,2020-04-29,354.2043343407764
p06,2020-04-30,448.9137862319608
p06,2020-05-01,288.1199880901385
p06,2020-05-02,197.78157057624637
p06,2020-05-03,166.94379085993322
p06,2020-05-04,448.15230921253294
p06,2020-05-05,391.2182313864962
p06,2020-05-06,342.9309531701113
p06,2020-05-07,437.64040506108637
p06,2020-05-08,276.8466069191678
p06,2020-05-09,186.5081894051911
p06,2020-05-10,155.67040968915123
p06,2020-05-11,436.87892804186833
p06,2020-05-12,379.9448502151819
p06,2020-05-13,331.6575719989861
p06,2020-05-14,426.367023890212
p06,2020-05-15,265.5732257480147
p06,2020-05-16,175.23480823417793
p06,2020-05-17,144.39702851822486
p06,2020-05-18,425.60554687016497
p06,2020-05-19,368.67146904386755
p06,2020-05-20,320.3841908279491
p06,2020-05-21,415.09364271933765
p06,2020-05-22,254.29984457686155
p06,2020-05-23,163.9614270631227
p06,2020-05-24,133.12364734659758
p06,2020-05-25,414.3321656995005
p06,2020-05-26,357.398087872916
p06,2020-05-27,309.1108096569122
p06,2020-05-28,403.82026154802395
p06,2020-05-29,243.02646340649744
p06,2020-05-30,152.68804589206752
p06,2020-05-31,121.85026617581559
p06,2020-06-01,403.0587845285545
p06,2020-06-02,346.12470670196427
p06,2020-06-03,297.8374284862472
p06,2020-06-04,392.54688037745717
p06,2020-06-05,231.75308223552673
p06,2020-06-06,141.41466472105438
p06,2020-06-07,110.57688500503369
p06,2020-06-08,391.7854033576085
p06,2020-06-09,334.8513255313755
p06,2020-06-10,286.56404731483815
p06,2020-06-11,381.27349920627523
p06,2020-06-12,220.47970106437364
p06,2020-06-13,130.1412835499991
p06,2020-06-14,99.30350383326186
p06,2020-06-15,380.51202218666253
p06,2020-06-16,323.57794436006117
p06,2020-06-17,275.2906661441732
p06,2020-06-18,370.00011803540076
p06,2020-06-19,209.20631989322052
p06,2020-06-20,118.86790237935404
p06,2020-06-21,88.0301226626244
p06,2020-06-22,369.238641015998
p06,2020-06-23,312.3045631894721
p06,2020-06-24,264.0172849735082
p06,2020-06-25,358.7267368643948
p06,2020-06-26,197.93293872206738
p06,2020-06-27,107.5945212083198
p06,2020-06-28,76.75674149169797
p06,2020-06-29,357.965259845052
p06,2020-06-30,301.0311820181578
p06,2020-07-01,252.74390380238296
p06,2020-07-02,347.4533556935204
p06,2020-07-03,186.65955755109675
p06,2020-07-04,96.32114003728569
p06,2020-07-05,65.48336032077154
p06,2020-07-06,346.6918786736301
p06,2020-07-07,289.75780084720606
p06,2020-07-08,241.470522631346
p06,2020-07-09,336.1799745223383
p06,2020-07-10,175.3861763797612
p06,2020-07-11,85.0477588662304
p06,2020-07-12,54.2099791501341
p06,2020-07-13,335.4184975026841
p06,2020-07-14,278.4844196762545
p06,2020-07-15,230.19714146030896
p06,2020-07-16,324.9065933511563
p06,2020-07-17,164.1127952095795
p06,2020-07-18,73.77437769558531
p06,2020-07-19,42.93659797920765
p06,2020-07-20,324.1451163320195
p06,2020-07-21,267.2110385053028
p06,2020-07-22,218.92376028955567
p06,2020-07-23,313.6332121805895
p06,2020-07-24,152.83941403842636
p06,2020-07-25,62.5009965245512
p06,2020-07-26,31.663216808425688
p06,2020-07-27,312.8717351607921
p06,2020-07-28,255.93765733435137
p06,2020-07-29,207.6503791181467
p06,2020-07-30,302.35983100940746
p06,2020-07-31,141.56603286727324
p06,2020-08-01,51.22761535351694
p06,2020-08-02,20.389835636653856
p06,2020-08-03,301.5983539901276
p06,2020-08-04,244.6642761633997
p06,2020-08-05,196.37699794748178
p06,2020-08-06,291.086449838533
p06,2020-08-07,130.29265169612012
p06,2020-08-08,39.95423418246173
p06,2020-08-09,9.116454466016421
p06,2020-08-10,290.324972819463
p06,2020-08-11,233.390894992448
p06,2020-08-12,185.10361677644477
p06,2020-08-13,279.81306866752703
p06,2020-08-14,119.01927052593842
p06,2020-08-15,28.68085301144859
p06,2020-08-16,-2.156926704909978
p06,2020-08-17,279.0515916482356
p06,2020-08-18,222.1175138218593
p06,2020-08-19,173.83023560540778
p06,2020-08-20,268.5396874966526
p06,2020-08-21,107.74588935496774
p06,2020-08-22,17.407471840393356
p06,2020-08-23,-13.43030787569191
p06,2020-08-24,267.7782104770951
p06,2020-08-25,210.84413265054496
p06,2020-08-26,162.55685443437085
p06,2020-08-27,257.2663063254706
p06,2020-08-28,96.47250818363221
p06,2020-08-29,6.134090669748218
p06,2020-08-30,-24.70368904647387
p06,2020-08-31,256.50482930614913
p06,2020-09-01,199.57075147995593
p06,2020-09-02,151.28347326370582
p06,2020-09-03,245.99292515490382
p06,2020-09-04,85.19912701266146
p06,2020-09-05,-5.139290501285927
p06,2020-09-06,-35.977070217255786
p06,2020-09-07,245.23144813548464
p06,2020-09-08,188.29737030864163
p06,2020-09-09,140.01009209258055
p06,2020-09-10,234.71954398359023
p06,2020-09-11,73.92574584150839
p06,2020-09-12,-16.41267167232013
p06,2020-09-13,-47.25045138818224
p06,2020-09-14,233.95806696378133
p06,2020-09-15,177.02398913732728
p06,2020-09-16,128.73671092154362
p06,2020-09-17,223.44616281271578
p06,2020-09-18,62.652364670355304
p06,2020-09-19,-27.686052843375293
p06,2020-09-20,-58.52383255966511
p06,2020-09-21,222.68468579311678
p06,2020-09-22,165.7506079667382
p06,2020-09-23,117.46332975050662
p06,2020-09-24,212.17278164153367
p06,2020-09-25,51.37898349999116
p06,2020-09-26,-38.95943401443057
p06,2020-09-27,-69.7972137305915
p06,2020-09-28,211.41130462217075
p06,2020-09-29,154.47722679542392
p06,2020-09-30,106.18994857984157
p06,2020-10-01,200.899400470967
p06,2020-10-02,40.10560232902043
p06,2020-10-03,-50.23281518544374
p06,2020-10-04,-81.0705949013735
p06,2020-10-05,200.13792345122476
p06,2020-10-06,143.20384562483528
p06,2020-10-07,94.91656740843263
p06,2020-10-08,189.62601929978496
p06,2020-10-09,28.832221157684884
p06,2020-10-10,-61.50619635649893
p06,2020-10-11,-92.3439760730007
p06,2020-10-12,188.86454228027873
p06,2020-10-13,131.93046445352093
p06,2020-10-14,83.64318623767932
p06,2020-10-15,178.3526381289105
p06,2020-10-16,17.558839986714233
p06,2020-10-17,-72.77957752714407
p06,2020-10-18,-103.61735724378264
p06,2020-10-19,177.59116110961423
p06,2020-10-20,120.65708328293185
p06,2020-10-21,72.36980506701434
p06,2020-10-22,167.07925695790453
p06,2020-10-23,6.285458815561107
p06,2020-10-24,-84.05295869817832
p06,2020-10-25,-114.89073841470909
p06,2020-10-26,166.3177799383868
p06,2020-10-27,109.38370211161752
p06,2020-10-28,61.096423895605454
p06,2020-10-29,155.80587578703012
p06,2020-10-30,-4.987922355409594
p06,2020-10-31,-95.32633986921252
p06,2020-11-01,-126.16411958563562
p06,2020-11-02,155.0443987672464
p06,2020-11-03,98.11032094066587
p06,2020-11-04,49.82304272494038
p06,2020-11-05,144.53249461584804
p06,2020-11-06,-16.26130352674513
p06,2020-11-07,-106.59972103987846
p06,2020-11-08,-137.43750075627304
p06,2020-11-09,143.7710175963004
p06,2020-11-10,86.8369397700771
p06,2020-11-11,38.54966155390346
p06,2020-11-12,133.25911344528134
p06,2020-11-13,-27.534684696926856
p06,2020-11-14,-117.87310221089169
p06,2020-11-15,-148.71088192719952
p06,2020-11-16,132.49763642563582
p06,2020-11-17,75.56355859912537
p06,2020-11-18,27.27628038315015
p06,2020-11-19,121.98573227409925
p06,2020-11-20,-38.80806586807999
p06,2020-11-21,-129.14648338194692
p06,2020-11-22,-159.9842630979814
p06,2020-11-23,121.22425525440839
p06,2020-11-24,64.29017742781117
p06,2020-11-25,16.002899211741205
p06,2020-11-26,110.71235110291718
p06,2020-11-27,-50.08144703923314
p06,2020-11-28,-140.41986455298115
p06,2020-11-29,-171.25764426960862
p06,2020-11-30,109.95087408374377
p06,2020-12-01,53.01679625722206
p06,2020-12-02,4.729518041076183
p06,2020-12-03,99.43896993235049
p06,2020-12-04,-61.35482820959716
p06,2020-12-05,-151.6932457240364
p06,2020-12-06,-182.53102544039055
p06,2020-12-07,98.67749291260333
p06,2020-12-08,41.74341508590774
p06,2020-12-09,-6.543863129960727
p06,2020-12-10,88.16558876103684
p06,2020-12-11,-72.62820938056788
p06,2020-12-12,-162.96662689504956
p06,2020-12-13,-193.80440661131706
p06,2020-12-14,87.40411174137597
p06,2020-12-15,30.47003391531898
p06,2020-12-16,-17.81724430099772
p06,2020-12-17,76.89220759016243
p06,2020-12-18,-83.90159055190344
p06,2020-12-19,-174.24000806610482
p06,2020-12-20,-205.0777877819545
p06,2020-12-21,76.13073057071149
p06,2020-12-22,19.196652744004652
p06,2020-12-23,-29.090625472034734
p06,2020-12-24,65.61882641898032
p06,2020-12-25,-95.17497172287408
p06,2020-12-26,-185.51338923674984
p06,2020-12-27,-216.35116895288095
