datetime,predictions,Participant_ID
2020-04-01,760.0,p07
2020-04-02,721.0,p07
2020-04-03,702.0,p07
2020-04-04,809.0,p07
2020-04-05,713.0,p07
2020-04-06,683.0,p07
2020-04-07,711.0,p07
2020-04-08,783.0,p07
2020-04-09,732.0,p07
2020-04-10,683.0,p07
2020-04-11,761.0,p07
2020-04-12,699.0,p07
2020-04-13,721.0,p07
2020-04-14,713.0,p07
2020-04-15,722.0,p07
2020-04-16,747.0,p07
2020-04-17,743.0,p07
2020-04-18,712.0,p07
2020-04-19,721.0,p07
2020-04-20,711.0,p07
2020-04-21,761.0,p07
2020-04-22,633.0,p07
2020-04-23,728.0,p07
2020-04-24,810.0,p07
2020-04-25,793.0,p07
2020-04-26,773.0,p07
2020-04-27,788.0,p07
2020-04-28,759.0,p07
2020-04-29,764.0,p07
2020-04-30,807.0,p07
2020-05-01,760.0,p07
2020-05-02,721.0,p07
2020-05-03,702.0,p07
2020-05-04,809.0,p07
2020-05-05,713.0,p07
2020-05-06,683.0,p07
2020-05-07,711.0,p07
2020-05-08,783.0,p07
2020-05-09,732.0,p07
2020-05-10,683.0,p07
2020-05-11,761.0,p07
2020-05-12,699.0,p07
2020-05-13,721.0,p07
2020-05-14,713.0,p07
2020-05-15,722.0,p07
2020-05-16,747.0,p07
2020-05-17,743.0,p07
2020-05-18,712.0,p07
2020-05-19,721.0,p07
2020-05-20,711.0,p07
2020-05-21,761.0,p07
2020-05-22,633.0,p07
2020-05-23,728.0,p07
2020-05-24,810.0,p07
2020-05-25,793.0,p07
2020-05-26,773.0,p07
2020-05-27,788.0,p07
2020-05-28,759.0,p07
2020-05-29,764.0,p07
2020-05-30,807.0,p07
2020-05-31,793.0,p07
2020-06-01,760.0,p07
2020-06-02,721.0,p07
2020-06-03,702.0,p07
2020-06-04,809.0,p07
2020-06-05,713.0,p07
2020-06-06,683.0,p07
2020-06-07,711.0,p07
2020-06-08,783.0,p07
2020-06-09,732.0,p07
2020-06-10,683.0,p07
2020-06-11,761.0,p07
2020-06-12,699.0,p07
2020-06-13,721.0,p07
2020-06-14,713.0,p07
2020-06-15,722.0,p07
2020-06-16,747.0,p07
2020-06-17,743.0,p07
2020-06-18,712.0,p07
2020-06-19,721.0,p07
2020-06-20,711.0,p07
2020-06-21,761.0,p07
2020-06-22,633.0,p07
2020-06-23,728.0,p07
2020-06-24,810.0,p07
2020-06-25,793.0,p07
2020-06-26,773.0,p07
2020-06-27,788.0,p07
2020-06-28,759.0,p07
2020-06-29,764.0,p07
2020-06-30,807.0,p07
2020-07-01,760.0,p07
2020-07-02,721.0,p07
2020-07-03,702.0,p07
2020-07-04,809.0,p07
2020-07-05,713.0,p07
2020-07-06,683.0,p07
2020-07-07,711.0,p07
2020-07-08,783.0,p07
