datetime,day,month,predictions,Participant_ID
2020-04-01,1,4,352.0,p01
2020-04-02,2,4,352.0,p01
2020-04-03,3,4,352.0,p01
2020-04-04,4,4,352.0,p01
2020-04-05,5,4,352.0,p01
2020-04-06,6,4,352.0,p01
2020-04-07,7,4,352.0,p01
2020-04-08,8,4,364.0,p01
2020-04-09,9,4,363.0,p01
2020-04-10,10,4,363.0,p01
2020-04-11,11,4,370.0,p01
2020-04-12,12,4,352.0,p01
2020-04-13,13,4,328.0,p01
2020-04-14,14,4,335.0,p01
2020-04-15,15,4,335.0,p01
2020-04-16,16,4,330.0,p01
2020-04-17,17,4,325.0,p01
2020-04-18,18,4,325.0,p01
2020-04-19,19,4,325.0,p01
2020-04-20,20,4,326.0,p01
2020-04-21,21,4,335.0,p01
2020-04-22,22,4,335.0,p01
2020-04-23,23,4,357.0,p01
2020-04-24,24,4,361.0,p01
2020-04-25,25,4,352.0,p01
2020-04-26,26,4,352.0,p01
2020-04-27,27,4,352.0,p01
2020-04-28,28,4,352.0,p01
2020-04-29,29,4,352.0,p01
2020-04-30,30,4,352.0,p01
2020-05-01,1,5,352.0,p01
2020-05-02,2,5,352.0,p01
2020-05-03,3,5,352.0,p01
2020-05-04,4,5,352.0,p01
2020-05-05,5,5,352.0,p01
2020-05-06,6,5,352.0,p01
2020-05-07,7,5,352.0,p01
2020-05-08,8,5,364.0,p01
2020-05-09,9,5,363.0,p01
2020-05-10,10,5,363.0,p01
2020-05-11,11,5,370.0,p01
2020-05-12,12,5,352.0,p01
2020-05-13,13,5,328.0,p01
2020-05-14,14,5,335.0,p01
2020-05-15,15,5,335.0,p01
2020-05-16,16,5,330.0,p01
2020-05-17,17,5,325.0,p01
2020-05-18,18,5,325.0,p01
2020-05-19,19,5,325.0,p01
2020-05-20,20,5,326.0,p01
2020-05-21,21,5,335.0,p01
2020-05-22,22,5,335.0,p01
2020-05-23,23,5,357.0,p01
2020-05-24,24,5,361.0,p01
2020-05-25,25,5,352.0,p01
2020-05-26,26,5,352.0,p01
2020-05-27,27,5,352.0,p01
2020-05-28,28,5,352.0,p01
2020-05-29,29,5,352.0,p01
2020-05-30,30,5,352.0,p01
2020-05-31,31,5,352.0,p01
2020-06-01,1,6,352.0,p01
2020-06-02,2,6,352.0,p01
2020-06-03,3,6,352.0,p01
2020-06-04,4,6,352.0,p01
2020-06-05,5,6,352.0,p01
2020-06-06,6,6,352.0,p01
2020-06-07,7,6,352.0,p01
2020-06-08,8,6,364.0,p01
2020-06-09,9,6,363.0,p01
2020-06-10,10,6,363.0,p01
2020-06-11,11,6,370.0,p01
2020-06-12,12,6,352.0,p01
2020-06-13,13,6,328.0,p01
2020-06-14,14,6,335.0,p01
2020-06-15,15,6,335.0,p01
2020-06-16,16,6,330.0,p01
2020-06-17,17,6,325.0,p01
2020-06-18,18,6,325.0,p01
2020-06-19,19,6,325.0,p01
2020-06-20,20,6,326.0,p01
2020-06-21,21,6,335.0,p01
2020-06-22,22,6,335.0,p01
2020-06-23,23,6,357.0,p01
2020-06-24,24,6,361.0,p01
2020-06-25,25,6,352.0,p01
2020-06-26,26,6,352.0,p01
2020-06-27,27,6,352.0,p01
2020-06-28,28,6,352.0,p01
2020-06-29,29,6,352.0,p01
2020-06-30,30,6,352.0,p01
2020-07-01,1,7,345.0,p01
2020-07-02,2,7,345.0,p01
2020-07-03,3,7,345.0,p01
2020-07-04,4,7,345.0,p01
2020-07-05,5,7,345.0,p01
2020-07-06,6,7,345.0,p01
2020-07-07,7,7,345.0,p01
2020-07-08,8,7,357.0,p01
2020-07-09,9,7,356.0,p01
2020-07-10,10,7,356.0,p01
2020-07-11,11,7,362.0,p01
2020-07-12,12,7,352.0,p01
2020-07-13,13,7,327.0,p01
2020-07-14,14,7,336.0,p01
2020-07-15,15,7,336.0,p01
2020-07-16,16,7,331.0,p01
2020-07-17,17,7,326.0,p01
2020-07-18,18,7,326.0,p01
2020-07-19,19,7,326.0,p01
2020-07-20,20,7,328.0,p01
2020-07-21,21,7,341.0,p01
2020-07-22,22,7,341.0,p01
2020-07-23,23,7,363.0,p01
2020-07-24,24,7,367.0,p01
2020-07-25,25,7,358.0,p01
2020-07-26,26,7,358.0,p01
2020-07-27,27,7,358.0,p01
2020-07-28,28,7,358.0,p01
2020-07-29,29,7,358.0,p01
2020-07-30,30,7,358.0,p01
2020-07-31,31,7,358.0,p01
2020-08-01,1,8,345.0,p01
2020-08-02,2,8,345.0,p01
2020-08-03,3,8,345.0,p01
2020-08-04,4,8,345.0,p01
2020-08-05,5,8,345.0,p01
2020-08-06,6,8,345.0,p01
2020-08-07,7,8,345.0,p01
2020-08-08,8,8,357.0,p01
2020-08-09,9,8,356.0,p01
2020-08-10,10,8,356.0,p01
2020-08-11,11,8,362.0,p01
2020-08-12,12,8,352.0,p01
2020-08-13,13,8,327.0,p01
2020-08-14,14,8,336.0,p01
2020-08-15,15,8,336.0,p01
2020-08-16,16,8,331.0,p01
2020-08-17,17,8,326.0,p01
2020-08-18,18,8,326.0,p01
2020-08-19,19,8,326.0,p01
2020-08-20,20,8,328.0,p01
2020-08-21,21,8,341.0,p01
2020-08-22,22,8,341.0,p01
2020-08-23,23,8,363.0,p01
2020-08-24,24,8,367.0,p01
2020-08-25,25,8,358.0,p01
2020-08-26,26,8,358.0,p01
2020-08-27,27,8,358.0,p01
2020-08-28,28,8,358.0,p01
2020-08-29,29,8,358.0,p01
2020-08-30,30,8,358.0,p01
2020-08-31,31,8,358.0,p01
2020-09-01,1,9,345.0,p01
2020-09-02,2,9,345.0,p01
2020-09-03,3,9,345.0,p01
2020-09-04,4,9,345.0,p01
2020-09-05,5,9,345.0,p01
2020-09-06,6,9,345.0,p01
2020-09-07,7,9,345.0,p01
2020-09-08,8,9,357.0,p01
2020-09-09,9,9,356.0,p01
2020-09-10,10,9,356.0,p01
2020-09-11,11,9,362.0,p01
2020-09-12,12,9,352.0,p01
2020-09-13,13,9,327.0,p01
2020-09-14,14,9,336.0,p01
2020-09-15,15,9,336.0,p01
2020-09-16,16,9,331.0,p01
2020-09-17,17,9,326.0,p01
2020-09-18,18,9,326.0,p01
2020-09-19,19,9,326.0,p01
2020-09-20,20,9,328.0,p01
2020-09-21,21,9,341.0,p01
2020-09-22,22,9,341.0,p01
2020-09-23,23,9,363.0,p01
2020-09-24,24,9,367.0,p01
2020-09-25,25,9,358.0,p01
2020-09-26,26,9,358.0,p01
2020-09-27,27,9,358.0,p01
2020-09-28,28,9,358.0,p01
2020-09-29,29,9,358.0,p01
2020-09-30,30,9,358.0,p01
2020-10-01,1,10,345.0,p01
2020-10-02,2,10,345.0,p01
2020-10-03,3,10,345.0,p01
2020-10-04,4,10,345.0,p01
2020-10-05,5,10,345.0,p01
2020-10-06,6,10,345.0,p01
2020-10-07,7,10,345.0,p01
2020-10-08,8,10,357.0,p01
2020-10-09,9,10,356.0,p01
2020-10-10,10,10,356.0,p01
2020-10-11,11,10,362.0,p01
2020-10-12,12,10,352.0,p01
2020-10-13,13,10,327.0,p01
2020-10-14,14,10,336.0,p01
2020-10-15,15,10,336.0,p01
2020-10-16,16,10,331.0,p01
2020-10-17,17,10,326.0,p01
2020-10-18,18,10,326.0,p01
2020-10-19,19,10,326.0,p01
2020-10-20,20,10,328.0,p01
2020-10-21,21,10,341.0,p01
2020-10-22,22,10,341.0,p01
2020-10-23,23,10,363.0,p01
2020-10-24,24,10,367.0,p01
2020-10-25,25,10,358.0,p01
2020-10-26,26,10,358.0,p01
2020-10-27,27,10,358.0,p01
2020-10-28,28,10,358.0,p01
2020-10-29,29,10,358.0,p01
2020-10-30,30,10,358.0,p01
2020-10-31,31,10,358.0,p01
2020-11-01,1,11,345.0,p01
2020-11-02,2,11,345.0,p01
2020-11-03,3,11,345.0,p01
2020-11-04,4,11,345.0,p01
2020-11-05,5,11,345.0,p01
2020-11-06,6,11,345.0,p01
2020-11-07,7,11,345.0,p01
2020-11-08,8,11,357.0,p01
2020-11-09,9,11,356.0,p01
2020-11-10,10,11,356.0,p01
2020-11-11,11,11,362.0,p01
2020-11-12,12,11,352.0,p01
2020-11-13,13,11,327.0,p01
2020-11-14,14,11,336.0,p01
2020-11-15,15,11,336.0,p01
2020-11-16,16,11,331.0,p01
2020-11-17,17,11,326.0,p01
2020-11-18,18,11,326.0,p01
2020-11-19,19,11,326.0,p01
2020-11-20,20,11,328.0,p01
2020-11-21,21,11,341.0,p01
2020-11-22,22,11,341.0,p01
2020-11-23,23,11,363.0,p01
2020-11-24,24,11,367.0,p01
2020-11-25,25,11,358.0,p01
2020-11-26,26,11,358.0,p01
2020-11-27,27,11,358.0,p01
2020-11-28,28,11,358.0,p01
2020-11-29,29,11,358.0,p01
2020-11-30,30,11,358.0,p01
2020-12-01,1,12,334.0,p01
2020-12-02,2,12,334.0,p01
2020-12-03,3,12,334.0,p01
2020-12-04,4,12,334.0,p01
2020-12-05,5,12,334.0,p01
2020-12-06,6,12,334.0,p01
2020-12-07,7,12,334.0,p01
2020-12-08,8,12,346.0,p01
2020-12-09,9,12,346.0,p01
2020-12-10,10,12,346.0,p01
2020-12-11,11,12,346.0,p01
2020-12-12,12,12,335.0,p01
2020-12-13,13,12,335.0,p01
2020-12-14,14,12,344.0,p01
2020-12-15,15,12,344.0,p01
2020-12-16,16,12,340.0,p01
2020-12-17,17,12,334.0,p01
2020-12-18,18,12,334.0,p01
2020-12-19,19,12,334.0,p01
2020-12-20,20,12,336.0,p01
2020-12-21,21,12,372.0,p01
2020-12-22,22,12,372.0,p01
2020-12-23,23,12,393.0,p01
2020-12-24,24,12,397.0,p01
2020-12-25,25,12,388.0,p01
2020-12-26,26,12,388.0,p01
2020-12-27,27,12,388.0,p01
2020-12-28,28,12,388.0,p01
2020-12-29,29,12,388.0,p01
2020-12-30,30,12,388.0,p01
2020-12-31,31,12,388.0,p01
2021-01-01,1,1,377.0,p01
2021-01-02,2,1,377.0,p01
2021-01-03,3,1,377.0,p01
2021-01-04,4,1,377.0,p01
2021-01-05,5,1,377.0,p01
2021-01-06,6,1,377.0,p01
2021-01-07,7,1,377.0,p01
2021-01-08,8,1,383.0,p01
2021-01-09,9,1,382.0,p01
2021-01-10,10,1,382.0,p01
2021-01-11,11,1,389.0,p01
2021-01-12,12,1,374.0,p01
2021-01-13,13,1,350.0,p01
2021-01-14,14,1,357.0,p01
2021-01-15,15,1,357.0,p01
2021-01-16,16,1,352.0,p01
2021-01-17,17,1,347.0,p01
2021-01-18,18,1,347.0,p01
2021-01-19,19,1,347.0,p01
2021-01-20,20,1,348.0,p01
2021-01-21,21,1,346.0,p01
2021-01-22,22,1,346.0,p01
2021-01-23,23,1,357.0,p01
2021-01-24,24,1,361.0,p01
2021-01-25,25,1,352.0,p01
2021-01-26,26,1,352.0,p01
2021-01-27,27,1,352.0,p01
2021-01-28,28,1,352.0,p01
2021-01-29,29,1,352.0,p01
2021-01-30,30,1,352.0,p01
2021-01-31,31,1,352.0,p01
2021-02-01,1,2,352.0,p01
2021-02-02,2,2,352.0,p01
2021-02-03,3,2,352.0,p01
2021-02-04,4,2,352.0,p01
2021-02-05,5,2,352.0,p01
2021-02-06,6,2,352.0,p01
2021-02-07,7,2,352.0,p01
2021-02-08,8,2,364.0,p01
2021-02-09,9,2,363.0,p01
2021-02-10,10,2,363.0,p01
2021-02-11,11,2,370.0,p01
2021-02-12,12,2,352.0,p01
2021-02-13,13,2,328.0,p01
2021-02-14,14,2,335.0,p01
2021-02-15,15,2,335.0,p01
2021-02-16,16,2,330.0,p01
2021-02-17,17,2,325.0,p01
2021-02-18,18,2,325.0,p01
2021-02-19,19,2,325.0,p01
2021-02-20,20,2,326.0,p01
2021-02-21,21,2,335.0,p01
2021-02-22,22,2,335.0,p01
2021-02-23,23,2,357.0,p01
2021-02-24,24,2,361.0,p01
2021-02-25,25,2,352.0,p01
2021-02-26,26,2,352.0,p01
2021-02-27,27,2,352.0,p01
2021-02-28,28,2,352.0,p01
2021-03-01,1,3,352.0,p01
2021-03-02,2,3,352.0,p01
2021-03-03,3,3,352.0,p01
2021-03-04,4,3,352.0,p01
2021-03-05,5,3,352.0,p01
2021-03-06,6,3,352.0,p01
2021-03-07,7,3,352.0,p01
2021-03-08,8,3,364.0,p01
2021-03-09,9,3,363.0,p01
2021-03-10,10,3,363.0,p01
2021-03-11,11,3,370.0,p01
2021-03-12,12,3,352.0,p01
2021-03-13,13,3,328.0,p01
2021-03-14,14,3,335.0,p01
2021-03-15,15,3,335.0,p01
2021-03-16,16,3,330.0,p01
2021-03-17,17,3,325.0,p01
2021-03-18,18,3,325.0,p01
2021-03-19,19,3,325.0,p01
2021-03-20,20,3,326.0,p01
2021-03-21,21,3,335.0,p01
2021-03-22,22,3,335.0,p01
2021-03-23,23,3,357.0,p01
2021-03-24,24,3,361.0,p01
2021-03-25,25,3,352.0,p01
2021-03-26,26,3,352.0,p01
2021-03-27,27,3,352.0,p01
2021-03-28,28,3,352.0,p01
2021-03-29,29,3,352.0,p01
2021-03-30,30,3,352.0,p01
2021-03-31,31,3,352.0,p01
2021-04-01,1,4,352.0,p01
2021-04-02,2,4,352.0,p01
2021-04-03,3,4,352.0,p01
2021-04-04,4,4,352.0,p01
2021-04-05,5,4,352.0,p01
2021-04-06,6,4,352.0,p01
2021-04-07,7,4,352.0,p01
2021-04-08,8,4,364.0,p01
2021-04-09,9,4,363.0,p01
2021-04-10,10,4,363.0,p01
2021-04-11,11,4,370.0,p01
2021-04-12,12,4,352.0,p01
2021-04-13,13,4,328.0,p01
2021-04-14,14,4,335.0,p01
2021-04-15,15,4,335.0,p01
2021-04-16,16,4,330.0,p01
2021-04-17,17,4,325.0,p01
2021-04-18,18,4,325.0,p01
2021-04-19,19,4,325.0,p01
2021-04-20,20,4,326.0,p01
2021-04-21,21,4,335.0,p01
2021-04-22,22,4,335.0,p01
2021-04-23,23,4,357.0,p01
2021-04-24,24,4,361.0,p01
2021-04-25,25,4,352.0,p01
2021-04-26,26,4,352.0,p01
2021-04-27,27,4,352.0,p01
2021-04-28,28,4,352.0,p01
2021-04-29,29,4,352.0,p01
