datetime,Avg_ActiveHeartRate
11/01/19 14:56:32,94
11/01/19 19:03:11,94
11/02/19 13:26:38,98
11/04/19 21:22:08,97
11/05/19 19:27:25,93
11/05/19 22:40:41,144
11/08/19 15:04:32,97
11/09/19 06:44:58,97
11/10/19 07:49:30,106
11/11/19 20:53:44,146
11/12/19 05:38:14,88
11/14/19 15:07:34,101
11/14/19 20:09:40,119
11/14/19 21:34:10,97
11/15/19 08:33:52,114
11/15/19 10:24:48,113
11/15/19 14:26:19,98
11/16/19 06:11:02,106
11/16/19 14:27:42,96
11/16/19 18:30:55,110
11/17/19 08:28:55,104
11/18/19 20:43:15,127
11/19/19 21:44:23,98
11/21/19 15:06:49,96
11/21/19 19:27:06,119
11/22/19 14:55:23,100
11/22/19 15:18:26,98
11/22/19 20:01:46,98
11/23/19 07:23:37,102
11/23/19 09:09:24,141
11/24/19 08:14:31,106
11/24/19 15:00:44,107
11/25/19 15:06:22,100
11/26/19 06:19:45,126
11/26/19 06:28:37,157
11/26/19 20:07:18,87
11/27/19 16:51:30,89
11/27/19 19:25:58,99
11/28/19 20:03:11,117
11/29/19 14:02:26,85
11/29/19 21:17:40,92
11/30/19 09:27:18,91
11/30/19 14:31:06,87
12/01/19 12:58:11,102
12/02/19 14:54:35,89
12/03/19 07:35:32,140
12/03/19 19:40:08,99
12/05/19 20:04:09,112
12/05/19 22:03:38,101
12/06/19 15:49:30,96
12/07/19 12:50:00,85
12/07/19 20:46:14,92
12/08/19 07:34:48,98
12/08/19 17:59:28,101
12/08/19 19:47:00,98
12/13/19 14:29:01,104
12/13/19 15:21:55,89
12/13/19 21:50:11,101
12/14/19 22:02:34,97
12/15/19 07:12:07,96
12/15/19 08:06:44,100
12/15/19 19:14:03,93
12/16/19 21:42:57,96
12/17/19 18:33:58,106
12/17/19 21:56:12,94
12/18/19 17:54:17,109
12/18/19 21:35:18,103
12/19/19 15:30:26,103
12/19/19 19:03:46,86
12/19/19 21:37:22,102
12/20/19 19:31:30,102
12/20/19 21:35:14,97
12/21/19 08:01:35,100
12/21/19 14:39:15,102
12/21/19 21:50:11,102
12/22/19 08:15:40,106
12/23/19 08:08:26,105
12/23/19 21:03:16,95
12/25/19 09:07:20,87
12/26/19 13:23:11,163
12/26/19 19:03:14,92
12/27/19 07:44:25,92
12/28/19 07:49:59,100
12/29/19 19:38:48,92
12/31/19 17:09:28,90
01/02/20 12:54:21,96
01/03/20 06:39:59,145
01/03/20 14:15:51,99
01/03/20 18:04:33,91
01/04/20 07:47:37,147
01/04/20 13:19:40,105
01/05/20 07:15:59,52
01/05/20 18:31:35,100
01/06/20 19:18:05,97
01/07/20 06:20:30,147
01/07/20 15:01:15,105
01/08/20 14:59:59,106
01/09/20 15:05:33,106
01/09/20 20:12:45,113
01/10/20 14:57:27,98
01/10/20 21:47:04,93
01/11/20 08:31:20,94
01/11/20 14:23:46,105
01/11/20 21:13:22,101
01/12/20 20:19:12,92
01/13/20 19:29:16,89
01/14/20 06:22:00,148
01/14/20 21:14:41,86
01/15/20 15:20:08,98
01/15/20 21:29:37,93
01/16/20 19:33:08,136
01/16/20 21:37:44,101
01/17/20 15:18:26,100
01/17/20 19:44:40,88
01/18/20 07:02:02,139
01/19/20 12:19:19,85
01/20/20 21:32:42,96
01/21/20 16:08:01,101
01/22/20 18:34:22,85
01/23/20 18:27:08,115
01/25/20 06:26:56,87
01/25/20 11:08:43,155
01/25/20 19:14:56,91
01/26/20 13:10:08,101
01/28/20 15:19:00,100
01/28/20 19:35:51,93
01/30/20 05:56:40,83
01/30/20 18:29:19,117
01/31/20 19:32:54,96
02/01/20 06:29:58,88
02/02/20 07:21:43,91
02/02/20 16:44:55,103
02/03/20 17:54:28,100
02/05/20 06:18:32,158
02/05/20 16:46:12,101
02/06/20 06:41:22,134
02/06/20 15:40:04,96
02/06/20 18:33:18,121
02/06/20 21:29:05,97
02/08/20 09:20:21,104
02/09/20 07:54:47,90
02/10/20 19:52:26,152
02/12/20 15:47:05,113
02/12/20 18:30:04,100
02/13/20 05:56:35,123
02/14/20 19:00:49,102
02/16/20 22:03:10,99
02/18/20 07:32:47,101
02/18/20 19:11:17,103
02/19/20 06:57:15,95
02/19/20 20:16:02,90
02/21/20 06:54:15,134
02/21/20 09:48:37,133
02/22/20 15:50:31,84
02/26/20 06:30:39,159
02/27/20 16:04:30,100
02/27/20 18:29:34,133
02/29/20 10:58:23,104
03/01/20 12:35:20,92
03/02/20 16:13:50,94
03/03/20 05:49:17,83
03/05/20 18:31:36,129
03/05/20 20:03:25,150
03/06/20 15:54:53,95
03/07/20 07:11:27,98
03/07/20 08:41:54,108
03/08/20 13:50:00,95
03/09/20 06:02:46,81
03/10/20 06:33:12,140
03/10/20 16:31:03,101
03/12/20 12:47:01,107
03/14/20 08:10:29,145
03/14/20 15:52:04,92
03/15/20 05:59:44,87
03/15/20 16:03:04,105
03/16/20 15:45:28,96
03/17/20 06:52:25,100
03/17/20 17:18:46,97
03/19/20 13:57:28,87
03/19/20 15:21:24,83
03/21/20 07:50:57,98
03/25/20 07:20:34,87
03/25/20 16:16:28,100
03/26/20 17:13:13,101
03/27/20 07:31:40,92
03/27/20 13:07:53,102
03/27/20 16:22:27,99
03/28/20 09:58:08,100
03/29/20 07:42:53,96
03/31/20 16:51:36,108
