datetime,Avg_ActiveHeartRate
11/15/19 10:55:24,113
11/15/19 13:39:16,111
11/16/19 22:11:54,111
11/16/19 23:15:03,123
11/18/19 15:26:15,154
11/19/19 08:14:18,116
11/19/19 08:55:25,128
11/19/19 09:59:16,117
11/20/19 08:30:00,119
11/22/19 11:51:14,99
11/24/19 16:09:00,164
11/25/19 12:05:54,109
11/26/19 10:51:23,119
11/26/19 17:43:07,166
11/26/19 17:59:28,135
11/26/19 19:10:44,109
11/27/19 09:18:19,101
11/27/19 16:50:38,114
11/28/19 06:52:58,118
11/28/19 07:16:17,141
11/28/19 10:29:45,117
11/29/19 15:14:32,113
11/30/19 13:29:16,104
12/02/19 07:46:23,115
12/02/19 08:09:21,153
12/02/19 08:40:09,117
12/03/19 17:05:02,114
12/03/19 17:24:32,153
12/03/19 17:48:33,122
12/04/19 12:50:35,160
12/04/19 13:25:27,121
12/07/19 12:41:59,110
12/08/19 17:03:39,106
12/09/19 17:36:05,118
12/14/19 11:06:44,112
12/14/19 23:46:17,142
12/15/19 17:48:31,110
12/17/19 09:22:41,102
12/17/19 10:08:43,157
12/18/19 09:01:01,101
12/23/19 14:48:42,100
12/24/19 13:52:04,114
12/26/19 14:49:38,114
12/29/19 08:45:22,124
12/29/19 10:50:50,122
01/02/20 08:50:20,101
01/02/20 10:01:10,107
01/02/20 10:54:05,100
01/04/20 14:29:29,109
01/06/20 08:45:54,107
01/06/20 13:41:07,136
01/09/20 16:27:34,170
01/10/20 12:01:52,118
01/13/20 11:25:41,155
01/13/20 12:06:20,132
01/14/20 14:31:11,113
01/15/20 17:07:09,120
01/15/20 18:34:11,115
01/16/20 13:25:45,166
01/16/20 14:00:00,127
01/17/20 10:23:06,163
01/17/20 10:57:06,122
01/19/20 11:59:40,106
01/19/20 15:37:17,108
01/20/20 15:32:48,117
01/21/20 18:34:00,169
01/22/20 15:42:03,125
01/25/20 11:00:00,102
01/26/20 11:23:04,109
01/26/20 13:27:40,108
01/29/20 14:42:03,109
01/30/20 10:10:32,117
02/02/20 13:43:05,104
02/04/20 08:25:06,136
02/04/20 08:45:00,156
02/04/20 08:59:18,156
02/04/20 09:18:01,132
02/08/20 09:01:45,114
02/08/20 09:31:28,161
02/10/20 08:01:36,115
02/10/20 08:31:29,168
02/12/20 18:00:00,94
02/13/20 09:08:59,151
02/17/20 08:28:04,161
02/17/20 09:37:13,117
02/18/20 15:28:39,120
02/20/20 07:56:48,160
02/21/20 16:16:21,171
02/23/20 15:49:18,169
02/24/20 18:26:15,137
02/25/20 15:52:28,106
03/01/20 12:10:04,104
03/01/20 15:38:12,162
03/11/20 18:26:32,122
03/11/20 20:59:18,127
03/13/20 08:33:43,117
