datetime,Avg_ActiveHeartRate
11/06/19 16:29:02,132.0
11/07/19 14:08:29,114.0
11/08/19 13:50:54,139.0
11/11/19 18:03:13,131.0
11/12/19 14:43:44,116.0
11/12/19 15:01:22,142.0
11/12/19 15:51:27,146.0
11/13/19 18:56:42,147.0
11/14/19 15:27:31,102.0
11/15/19 08:11:35,109.0
11/15/19 10:19:35,98.0
11/17/19 12:40:37,147.0
11/17/19 13:02:43,153.0
11/18/19 17:55:38,148.0
11/19/19 18:39:57,178.0
11/20/19 18:20:24,124.0
11/21/19 20:53:53,116.0
11/22/19 12:35:34,137.0
11/23/19 10:13:30,115.0
11/24/19 00:53:07,124.0
11/24/19 13:53:59,110.0
11/25/19 18:02:39,135.0
11/26/19 06:52:39,108.0
11/26/19 19:02:39,125.0
11/28/19 17:05:50,158.0
11/29/19 11:21:28,104.0
11/30/19 10:41:09,129.0
11/30/19 23:05:21,115.0
12/01/19 00:42:38,118.0
12/02/19 18:18:26,153.0
12/03/19 06:47:23,120.0
12/03/19 09:06:29,100.0
12/03/19 19:03:22,126.0
12/05/19 15:04:21,121.0
12/09/19 09:22:04,148.0
12/10/19 13:30:44,161.0
12/11/19 17:34:08,120.0
12/12/19 17:16:25,131.0
12/14/19 10:06:49,126.0
12/14/19 14:14:16,115.0
12/15/19 13:28:37,129.0
12/16/19 17:58:54,148.0
12/17/19 18:16:27,142.0
12/19/19 08:00:11,108.0
12/19/19 09:35:45,103.0
12/20/19 18:20:11,137.0
12/21/19 23:57:38,103.0
12/22/19 17:14:27,114.0
12/23/19 08:50:03,148.0
12/24/19 12:48:14,114.0
12/25/19 12:06:50,122.0
12/25/19 23:04:47,122.0
12/26/19 11:06:33,114.0
12/28/19 09:39:39,112.0
12/29/19 12:13:42,110.0
12/30/19 10:02:56,113.0
12/31/19 11:34:27,116.0
01/02/20 11:13:55,128.0
01/03/20 12:23:20,133.0
01/04/20 17:12:41,121.0
01/06/20 19:48:47,98.0
01/08/20 02:04:41,101.0
01/08/20 19:58:13,155.0
01/09/20 20:17:24,153.0
01/12/20 02:00:29,104.0
01/12/20 21:17:49,146.0
01/13/20 07:02:58,98.0
01/13/20 20:15:09,119.0
01/14/20 20:40:00,163.0
01/15/20 22:32:19,126.0
01/16/20 02:50:02,103.0
01/16/20 22:16:33,107.0
01/17/20 02:08:39,100.0
01/17/20 06:46:51,99.0
01/17/20 23:58:20,155.0
01/19/20 01:14:05,98.0
01/19/20 04:05:36,97.0
01/19/20 07:26:08,103.0
01/20/20 20:01:15,154.0
01/21/20 00:35:42,99.0
01/21/20 04:34:38,103.0
01/21/20 06:02:31,107.0
01/21/20 21:05:56,145.0
01/22/20 22:22:35,108.0
01/23/20 03:32:21,103.0
01/23/20 07:06:20,135.0
01/23/20 09:31:36,105.0
01/23/20 11:00:21,103.0
01/24/20 01:26:29,100.0
01/24/20 07:10:26,155.0
01/26/20 02:50:09,102.0
01/26/20 04:47:03,107.0
01/27/20 02:03:06,157.0
01/28/20 01:13:43,93.0
01/28/20 06:42:56,101.0
01/28/20 22:20:44,104.0
01/30/20 12:16:37,88.0
01/31/20 11:54:01,108.0
02/01/20 01:35:15,146.0
02/01/20 05:13:11,123.0
02/01/20 19:24:10,117.0
02/02/20 06:04:10,107.0
02/02/20 09:50:18,107.0
02/03/20 01:44:02,153.0
02/03/20 03:35:01,124.0
02/03/20 06:11:25,112.0
02/03/20 10:03:32,110.0
02/04/20 02:15:40,116.0
02/04/20 12:17:04,103.0
02/05/20 04:33:18,99.0
02/05/20 12:26:02,108.0
02/07/20 12:05:19,142.0
02/09/20 11:42:02,129.0
02/10/20 23:59:44,104.0
02/11/20 00:49:14,102.0
02/12/20 13:10:57,127.0
02/15/20 11:01:06,103.0
02/16/20 13:44:31,109.0
02/17/20 17:44:11,145.0
02/18/20 15:50:41,117.0
02/20/20 17:34:55,139.0
02/21/20 14:58:09,123.0
02/22/20 23:10:07,112.0
02/24/20 13:43:22,141.0
02/26/20 12:08:01,105.0
02/26/20 16:53:50,101.0
02/27/20 14:06:25,157.0
02/29/20 10:58:26,98.0
02/29/20 23:20:50,127.0
03/01/20 12:51:31,120.0
03/03/20 12:12:15,107.0
03/04/20 12:07:38,113.0
03/05/20 12:13:58,105.0
03/06/20 20:36:09,103.0
03/07/20 11:42:25,100.0
03/08/20 09:42:54,103.0
03/09/20 11:53:34,96.0
03/09/20 17:13:38,154.0
03/10/20 18:06:37,108.0
03/11/20 12:29:24,122.0
03/13/20 15:32:54,146.0
03/16/20 16:14:00,103.0
03/17/20 14:15:23,114.0
03/18/20 17:09:08,158.0
03/19/20 12:27:49,97.0
03/20/20 13:19:44,107.0
03/22/20 11:55:17,105.0
03/23/20 11:12:30,151.0
03/23/20 12:21:00,158.0
03/24/20 18:26:28,115.0
03/25/20 17:06:38,152.0
03/26/20 12:31:16,153.0
03/27/20 14:10:05,107.0
03/28/20 09:48:34,111.0
03/28/20 11:05:08,113.0
03/28/20 15:06:01,108.0
03/29/20 10:13:45,112.0
03/30/20 12:40:57,122.0
